"Wenn die Weltwirtschaft 2012 langsamer wächst, kann eine stärkere inländische Nachfrage die schwächelnden Ausfuhren abfedern. Und auch unsere europäischen Nachbarn werden sich freuen: Die fordern schon lange, dass die knauserigen Deutschen endlich mehr konsumieren, damit auch ihre Wirtschaft ans Laufen kommt.",0
"Dass die Bundesregierung einige dieser Menschen, zunächst nur die sogenannten Ortskräfte, evakuieren wollte, schwang dabei immer mit. Im Juni hatte sie ein Ortskräfteprogramm beschlossen, aber dabei versagt, es umzusetzen, als noch Zeit dafür war.",0
"Die Suche nach ""Schuldigen"" in der Politik ist eine vordemokratische Verhaltensweise. Sie entspringt dem Wunsch nach einem Leben frei von Politik, in der die Obrigkeit alles richten soll",0
Auch Deutschland hat ein Rassismusproblem – die Politik muss jetzt handeln,0
"Die Politik scheint die Not erkannt zu haben und zündete zuletzt ein Feuerwerk an feministischen Versprechungen: Familienministerin Franziska Giffey will das Ehegattensplitting abschaffen, die CSU fordert neuerdings mehr Vätermonate, mehr Frauenquoten, mehr Gleichberechtigung.",0
"Die Zahl ist hoch, aber nicht überraschend: 70 Prozent der jungen Frauen in Deutschland haben im Netz Bedrohungen oder Beleidigungen erlebt, wie eine Studie ergeben hat. Frauenberatungsstellen melden einen Anstieg an Anfragen zu digitaler Gewalt. Am Tatort selbst, in den „sozialen“ Netzwerken, ist der Hass seit Jahren zu beobachten.",0
"Heute werden Arbeitskräfte gesucht, die Zahl der Erwerbslosen ging in den vergangenen Jahren zurück. Der Hartz-IV-Bezug ist ein Schirm geworden, unter dem sich millionenfach Menschen versammeln, die wegen fehlender Ausbildung, körperlicher und psychischer Einschränkungen, mangelnder Sprachkenntnisse, familiärer Pflege, Kinderbetreuung und anderer Gründe nicht in der Lage sind, ihren Lebensunterhalt durch bezahlte Arbeit selbst zu verdienen. Auch für sogenannte niedrigqualifizierte Jobs etwa im Gastrobereich braucht man neben Sprachkenntnissen ein Durchhaltevermögen, das viele Aka­de­mi­ker:in­nen nicht aufbringen würden.",0
"In der Demokratie heiß das Richtige tun, eben das zu tun, was die Mehrheit für das Richtige hält. Und um diese Auffassungen der Bürger aufzunehmen, zu bündeln und in politisches Handeln umzusetzen, gibt es nichts Besseres als Parteien. Nur sie sind (immer noch!) in der Lage, Entwicklungen in den unterschiedlichen Schichten und Milieus aufzunehmen. Wer glaubt, Vertreter von Parteien seien abgehoben, soll mal seinen örtlichen Bürgermeister oder Abgeordneten einen Tag lang vor Ort begleiten. Er wird ihn erleben als Ansprechpartner der Drogenhilfe, der Handwerkskammer und der Fluglärmgegner.",0
"Es gehört zu den Rätseln dieses Wahlkampfs, warum sich der Wunsch nach Veränderung, der in Deutschland herrscht, kaum in Stimmen für die SPD niederschlägt - obwohl ihr Spitzenkandidat auf den Marktplätzen bejubelt wird, während Merkel bisweilen sogar Buhrufe und Pfiffe erntet. Es gibt indes wenig Anlass, an den Umfragen von Allensbach und anderen Demoskopen zu zweifeln. Und so steht das wichtigste Ergebnis der Bundestagswahl bereits fest: Merkel bleibt.",0
"Die Ereignisse von Thüringen sind ein Zeichen von Verfall, auch wenn das Schlimmste verhindert zu sein scheint. Union und FDP haben in Kauf genommen, dass ein bürgerlicher Kandidat mit den Stimmen der AfD zum Ministerpräsidenten gewählt wird. Erst Interventionen aus Berlin setzten diesem Irrsinn Grenzen.",0
"Der siebte Bundesliga-Abstieg von Hertha BSC ist kein Betriebsunfall. Er ist der Schlusspunkt eines Irrweges - und einer Geschichte von Größenwahn, Geldverbrennung und Grabenkämpfen.",0
"Schon klar, das Grundgesetz – aber das ließe sich ändern. Der an der Universität Potsdam lehrende Verfassungsrechtler Thorsten Schmidt hält eine solche Grundgesetzänderung „für grundsätzlich denkbar“. Die sogenannte Ewigkeitsklausel der Verfassung schütze staatsorganisatorische Prinzipien wie den Föderalstaat, den Sozialstaat oder eben die Demokratie.",0
"Es ist ein Irrglaube, wir könnten die Inflation mit zusätzlichen Schulden in den Griff bekommen. Zweifelsfrei gibt es große Aufgaben, die auch fiskalisch unterstützt werden müssen. Die Schuldenbremse verhindert diese nicht, sie zwingt uns aber zur Priorisierung. Dadurch wird die Fiskalpolitik insgesamt restriktiver. Nicht jedes Vorhaben des Koalitionsvertrags, so sinnvoll es auch sein mag, rechtfertigt in der aktuellen Situation eine Ausnahme von der Schuldenbremse.",0
"Giffey hat keinen leichten Job. Auf eine Entspannung auf dem Berliner Wohnungsmarkt deutet seit ihrem Amtsantritt Ende 2021 nichts hin. Vielleicht war ihr Vorschlag also bloß ein Akt der Verzweiflung. Selbst dann aber wäre es keine gute Idee, Miethöhen künftig an individuelle Einkommen zu koppeln. Ganz abgesehen davon, dass die sogenannte Mietbelastungsquote, um die es hier geht, dem Statistischen Bundesamt zufolge in Berlin bei 28,2 Prozent liegt. Aber gut: Die Daten stammen von 2018. Sie bilden nicht ab, was in der Hauptstadt seither passiert ist. Der Frust ist immerhin so groß, dass eine Mehrheit der Berliner für eine Enteignung von Wohnungsunternehmen gestimmt hat.",0
"Das Karlsruher Urteil ist eine große Chance. Um sie zu nützen, braucht es mutige Politiker. Und mündige Bürger.",0
"Angela Merkel sagte vor knapp zehn Jahren: „Wir werden in unserer Bevölkerungsstruktur vielfältiger werden. Deshalb darf es keine Frage der Herkunft sein, sondern es muss für jeden klar sein: Jeder, der sich mit seinem jeweiligen kulturellen Hintergrund, mit seinen Interessen, Kenntnissen, Erfahrungen in Wirtschaft, Gesellschaft und Politik in unserem Land einbringt, ist ein Gewinn für unser Land.“ Doch das ist noch immer nicht selbstverständlich. Wenn es um die großen Fragen geht, übernehmen doch wieder die Michaels, Stefans und Claudias. Was für ein verheerendes Signal an die vielen jungen Leylas, Karims und Aminatas in unserem Land.",0
"Das Lesben-Frühlings-Treffen existiert seit 1974, einen Vorläufer hatte es im Berlin der 1920er-Jahre gegeben, bis 1933. Seit 1979 wird es an wechselnden Orten veranstaltet. Bremen war 1992 und 2016 Ausrichterin. „Transfeindlichkeit ist kein neues Phänomen in der Szene“, erklärt Lara Ledwa.",0
Alle schönen Prognosen halten der Realität nicht stand. Die Schulden Athens sind trotz Haircut kaum gesunken. Die Wirtschaft liegt danieder. Nur die Arbeitslosigkeit boomt.,0
Nach dem üblen Macho-Motto: Du willst es doch auch…,0
"Unter dem Strich wollte eine Mehrheit der Deutschen Stabilität, am liebsten die Große Koalition. Aber wenn es so käme, hätten wir eine schwarz-rote Regierung fast ohne Opposition.",0
"Das Kurzarbeitergeld nun zu erhöhen, ist eine politische Entscheidung, die für Akzeptanz sorgen kann. Akzeptanz für all die einschneidenden Maßnahmen, die im Kampf gegen die Corona-Pandemie getroffen wurden und die nun die Existenz vieler Menschen bedrohen. Wie wollte man den gesellschaftlichen Frieden wahren, wenn man einerseits ohne Zögern Hunderte Milliarden Euro für Industriekonzerne, Mittelständler, Kleinbetriebe und Selbstständige ausgibt, aber die Sorge von Arbeitnehmerinnen und Arbeitnehmern, ob sie in Kurzarbeit noch ihre Miete oder Hypothek zahlen können, als tragische, aber unvermeidliche Härte abtun würde?",0
"Gender-Fans müssen damit klarkommen, dass man ihnen nicht folgt",0
"Das alles ist für den konservativen Teil der Gesellschaft einiges zu schlucken, kein Wunder, dass etwa kirchliche Verbände und Lebensschützer schon an Tag zwei Sturm laufen. Die Wahrheit aber ist: Es gibt eine politische Mehrheit im Land für diese Veränderungen. Und alle anderen werden damit nun leben müssen.",0
"Wir sind zum Glück ein freies Land. Dazu gehört auch, dass Gender-Fans eine Kunstsprache entwickeln und preisen dürfen, die Geschlechter angeblich ""sichtbar"" macht. Selbstverständlich. Auch wenn ich diese Sprache ablehne.",0
Und glauben Sie mir: Dieser Staat ist objektiv von einer ziemlich eisernen Konstitution. Die Landeklappen von Flugzeugen der Außenministerin haben damit überhaupt nichts zu tun.,0
"Was sie posten, gehört zum Dreckigsten, was das Netz zu bieten hat: Hass gegen Frauen, Juden, Schwarze, dazu Gewaltfantasien, Endzeiterzählungen. Schutz bietet die Anonymität. Und ein Slang aus Codes und Referenzen, der für Gelegenheitsbesucher solcher Plattformen im Netz kaum zu verstehen ist.",0
"Eine Kugel Eis, bitte! Schokolade, Vanille oder Erdbeere? Oder darf es heute etwas ausgefallener sein? Wie wäre es zum Beispiel mit einem Bällchen Papaya-Eis mit Pekannussknusper? Oder einem Becher voller gesunder Superfoods? Auch lecker: Guinness-Eis mit Schokoladen-Honig-Sauce – für echte Chocoholics und solche, die es werden wollen. Oder einfach für all diejenigen, die das Leben mit dem großen Löffel genießen.",0
"Wer Spitzenleistung bringt, muss sich auch für Spitzenbezüge nicht schämen.",0
"Wie schwer wiegt da, dass Jarasch einen jahrelangen Vorsprung in den Umfragen verspielte, wonach die Grünen eigentlich stärkste Partei waren, selbst Anfang August noch? Die Antwort auf diese Frage wird die Atmosphäre in den anstehenden Koalitionsverhandlungen nicht unwesentlich beeinflussen.",0
Dreyer kann damit die Koalition mit FDP und Grünen for tsetzen. nen Die Grünen konnten auf rund 9 Prozent deutlich zulegen. Die FDP hielt in etwa ihr Ergebnis von 2016. Zusammen mit der SPD kommt das Bündnis auf eine Mehrheit von gut 50 Prozent.,0
"Manchmal hilft es, das Land mit dem Blick eines Fremden zu sehen: Das Klima ist mild, die Straßen sind sicher und die Müllabfuhr kommt regelmäßig. Die öffentlichen Schulen sind selten chic, aber meistens solide. Es gibt einen Mindestlohn, es gibt Krankengeld, Elterngeld und fast 200 Euro Kindergeld pro Kind und Monat. Die Geburtenrate steigt, die Ehen halten länger, die Zahl der Scheidungen geht zurück. Es gibt viele Gründe für Zuversicht.",0
"Ein hoher Geistlicher beteiligt sich an Versuchen, die Gesellschaft mit Desinformation und Hass zu spalten und die Demokratie auszuhöhlen. Das darf nicht unwidersprochen bleiben.",0
"Was hat sich geändert? Auch in den letzten Jahrzehnten, auch nach der Schoah, gab es Antisemitismus. Doch er kam von Gestrigen und Neonazis und fand selten bis nie eine größere Öffentlichkeit. Heute ist der Hass stärker verbreitet, weil er von Teilen der Gesellschaft hingenommen, sogar verstärkt wird. Es ist Teil der deutschen Normalität.",0
"Es sollte normal sein, dass Frauen auch in der Mehrheit sein können",0
"Für die anderen symbolisiert er das schlechthin Böse: den Nazi-Kollaborateur, der mit Angela Merkel deutsch und mit Wladimir Putin russisch spricht und dessen neoliberale Regierung kein Geld für die kleinen Leute übrig hatte. „Es wird Krieg geben“ verkünden An­hän­ge­r:in­nen der nationalpopulistische Regierungspartei Recht und Gerechtigkeit (PiS) und bringen schon mal schweres Propaganda-Geschütz in Stellung. Oppositionelle fürchten, an der Dauerhetze kaputtzugehen. Die Angst ist nicht unbegründet.",0
"Wir können nicht jedes Jahr aufs Neue die Ausnahme der Schuldenbremse ziehen, weil sich Krisen häufen. Wir können nicht dauerhaft auf Pump arbeiten. Wir sollten die Schuldenregel gerade deshalb einhalten, weil sie uns Anstrengungen auferlegt, weil sie eine kluge Begrenzung politischer Ausgabenwünsche darstellt. So treiben wir die Inflation nicht zusätzlich an und sorgen gleichzeitig für die langfristige Tragfähigkeit unserer Staatsfinanzen.",0
"Eine gezeichnete Kanzlerin muss zeigen, ob sie die Kraftftft zu dieser Klammer hat. Das wird schwer: Viele im Land projizieren ihre Wut, ihre Angst auf Angela Merkel, auf sie persönlich.",0
Die Bundesregierung brauchte dringend einen Erfolg angesichts der rapide steigenden Strompreise. Also schafft sie nun mit viel Pomp und stetigem Klopfen auf die eigene Schulter die EEG-Umlage zum 1. Juli ab. Was für ein Zinnober.,0
"Heute unterscheidet sie zwischen zwei Arten von Merz-Fans. Man könnte sie die Anhänger der Aufstiegsjahre und die Ultras nennen. Lange sagt: „Ein richtiger Merz-Fan spielt die Opferrolle mit.“ Sie rechnet sich der anderen Gruppe zu. Mit seinen Auftritten in dieser Woche habe sich Merz „mal wieder lächerlich“ gemacht, findet Lange. Es nervt sie inzwischen, dass er immer so tue, als werde er schlecht behandelt. Dass er immer denke, er müsse hofiert werden. Dass er jetzt denselben Tonfall wie Donald Trump anschlage, der Outsider gegen das Establishment. „Ich glaube, weder Annegret Kramp-Karrenbauer noch Angela Merkel verschwenden Liebemüh' darauf, Friedrich Merz zu verhindern“, sagt Lange.",0
"Woche der Entscheidung für Griechenland: Heute kommen die Finanzminister der 19 Euro-Staaten in Brüssel zusammen, um noch einmal über neue Hilfen und Spar-Erleichterungen für Athen zu beraten. BILD fragte den Präsidenten des Münchner Ifo- Instituts, Prof. Hans-Werner Sinn (66): Kann Griechenland überhaupt noch im Euro bleiben - oder muss es raus? Hans-Werner Sinn: „Die neue griechische Regierung pokert hoch. Sie will neue Hilfsmilliarden, obwohl der Finanzminister bereits gesagt hat: Wir sind pleite. Ich glaube, ein Austritt ist besser für die griechische Bevölkerung.“ kerung. von",0
"Manche glauben an Gott, andere an Frauen mit Penissen, beides ist total okay. Schwierig wird es erst dann, wenn die einen Gläubigen versuchen, die anderen Gläubigen zu bekehren oder zu bevormunden – es endet meistens eher unschön.",0
"Am Ende wird wahrscheinlich nur noch Luis Rubiales allein übrig bleiben. Die Liste derer, die sich nach dessen Kuss-Übergriff auf offener Bühne gegen den Präsidenten des spanischen Fußballverbandes (RFEF) gewandt haben, ist inzwischen so lang, dass es einfacher ist, aufzuzählen, wer noch zu ihm steht: Im Grunde sind es nur noch er selbst und einige Vertraute im Verband. Selbst die beiden Cheftrainer des Männer- und Frauen-Teams, die am Freitag noch seiner 'Ich trete nicht zurück!'-Rede applaudiert hatten, versuchen nun mit fadenscheinigen, distanzierenden Mitteilungen ihre eigenen Posten zu retten - vergeblich, hoffentlich, denn Luis de la Fuente und Jorge Vilda haben offen gezeigt, auf wessen Seite sie in Wahrheit stehen.",0
"Gegen die „Zumutungen“ eines eingreifenden, regulierenden Staates begehren sie nun im Namen ihrer persönlichen Freiheit auf. Aber Freiheit ist heute nicht mehr so einfach zu haben, zu denken. Auf Freiheit lässt sich nicht mehr einfach so sich berufen. Es ist ja keine Neuigkeit, dass die ökonomische Freiheit alle Freiheitsvorstellungen usurpiert hat, diese umdefiniert hat. Zur freien Konkurrenz. Der Neoliberalismus hat seine Interpretation von Freiheit durchgesetzt, und das heißt: Er hat die Freiheit zu dem gemacht, was uns unterwirft.",0
"Keines der als Toptalente deklarierten Jungprofis aus Australien, der Türkei oder Dänemark schaffte den Durchbruch. Nicht mal in Ansätzen. Aus der eigenen Akademie stieg ebenso niemand auf. Dass ausgerechnet das Schnäppchen Hiroki Ito, ursprünglich für den VfB II geholt, all die vermeintlichen Stars übertrumpfte, ist bezeichnend.",0
"Drittens: Hysterie, Übertreibungen und Polemik sind unangebracht. Wenn ""taz""-Autorinnen Deutschland als ""Shithole-Country"" bezeichnen, als Land voller Rassisten, dann ist das Unfug. Wenn durchaus bereichernde Essay-Sammelbände von Menschen mit ausländischen Wurzeln den Titel ""Eure Heimat ist unser Albtraum"" tragen, löst das bei mir ebenfalls Kopfschütteln aus. Denn Deutschland ist in weiten Teilen noch immer ein wunderbares Land mit einer Demokratie, die funktioniert.",0
Denn es geht um die Schüler - und unsere Zukunft.,0
